"Date","Country","Total confirmed cases","Total confirmed new cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"20200316","San Marino",92,0,5,0,"Local transmission",1
"20200316","Russian Federation",63,29,0,0,"Imported cases only",0
"20200316","Slovakia",61,17,0,0,"Local transmission",0
"20200316","Bulgaria",51,8,2,0,"Local transmission",0
"20200316","Croatia",49,12,0,0,"Local transmission",0
"20200316","Albania",42,4,1,0,"Local transmission",0
"20200316","Serbia††",46,0,0,0,"Local transmission",1
"20200316","Hungary",39,7,1,1,"Local transmission",0
"20200316","Luxembourg",38,0,1,0,"Local transmission",2
"20200316","Belarus",36,15,0,0,"Local transmission",0
"20200316","Cyprus",33,12,0,0,"Imported cases only",0
"20200316","Georgia",33,3,0,0,"Imported cases only",0
"20200316","Latvia",31,1,0,0,"Imported cases only",0
"20200316","Armenia",26,18,0,0,"Local transmission",0
"20200316","Republic of Moldova",23,11,0,0,"Imported cases only",0
"20200316","Malta",21,9,0,0,"Imported cases only",0
"20200316","Azerbaijan",19,0,0,0,"Imported cases only",1
"20200316","Bosnia and Herzegovina",18,0,0,0,"Local transmission",1
"20200316","Lithuania",14,5,0,0,"Imported cases only",0
"20200316","North Macedonia",13,0,0,0,"Local transmission",1
"20200316","Monaco",9,7,0,0,"Under investigation",0
"20200316","Liechtenstein",7,3,0,0,"Imported cases only",0
"20200316","Kazakhstan",6,0,0,0,"Imported cases only",1
"20200316","Turkey",5,0,0,0,"Imported cases only",2
"20200316","Uzbekistan",4,4,0,0,"Under investigation",0
"20200316","Ukraine",3,0,1,0,"Local transmission",2
"20200316","Andorra",2,0,0,0,"Imported cases only",2
"20200316","Holy See",1,0,0,0,"Under investigation",10
"20200316","Faroe Islands",11,2,0,0,"Imported cases only",0
"20200316","Jersey",2,0,0,0,"Imported cases only",3
"20200316","Gibraltar",1,0,0,0,"Under investigation",12
"20200316","Guernsey",1,0,0,0,"Imported cases only",6
"20200316","Indonesia",117,0,4,0,"Local transmission",1
"20200316","India",114,7,2,0,"Local transmission",0
"20200316","Thailand",114,39,1,0,"Local transmission",0
"20200316","Sri Lanka",19,8,0,0,"Local transmission",0
"20200316","Maldives",13,3,0,0,"Local transmission",0
"20200316","Bangladesh",5,2,0,0,"Local transmission",0
"20200316","Bhutan",1,0,0,0,"Imported cases only",10
"20200316","Nepal",1,0,0,0,"Imported cases only",52
"20200316","Iran (Islamic Republic of)",14991,2262,853,245,"Local transmission",0
"20200316","Qatar",401,64,0,0,"Local transmission",0
"20200316","Bahrain",221,10,1,1,"Local transmission",0
"20200316","Egypt",126,33,2,0,"Local transmission",0
"20200316","Iraq",124,31,9,0,"Local transmission",0
"20200316","Kuwait",112,0,0,0,"Local transmission",1
"20200316","Saudi Arabia",103,0,0,0,"Local transmission",1
"20200316","Lebanon",99,6,3,0,"Local transmission",0
"20200316","United Arab Emirates",98,13,0,0,"Local transmission",0
"20200316","Pakistan",52,24,0,0,"Imported cases only",0
"20200316","Morocco",28,10,1,0,"Local transmission",0
"20200316","Oman",22,2,0,0,"Imported cases only",0
"20200316","Tunisia",18,2,0,0,"Local transmission",0
"20200316","Afghanistan",16,6,0,0,"Imported cases only",0
"20200316","Jordan",6,5,0,0,"Imported cases only",0
"20200316","Sudan",1,0,1,1,"Imported cases only",1
"20200316","occupied Palestinian territory",38,0,0,0,"Local transmission",2
"20200316","United States of America",1678,0,41,0,"Local transmission",2
"20200316","Canada",304,60,1,0,"Local transmission",0
"20200316","Brazil",200,79,0,0,"Local transmission",0
"20200316","Chile",75,14,0,0,"Local transmission",0
"20200316","Peru",71,28,0,0,"Local transmission",0
"20200316","Argentina",56,11,2,0,"Local transmission",0
"20200316","Mexico",53,12,0,0,"Imported cases only",0
"20200316","Panama",43,16,1,0,"Local transmission",0
"20200316","Ecuador",37,14,2,2,"Local transmission",0
"20200316","Colombia",24,0,0,0,"Local transmission",1
"20200316","Costa Rica",23,0,0,0,"Local transmission",2
"20200316","Bolivia (Plurinational State of)",11,8,0,0,"Imported cases only",0
"20200316","Jamaica",10,2,0,0,"Local transmission",0
"20200316","Paraguay",8,2,0,0,"Local transmission",0
"20200316","Dominican Republic",5,0,0,0,"Imported cases only",6
"20200316","Cuba",4,0,0,0,"Imported cases only",2
"20200316","Guyana",4,3,1,0,"Local transmission",0
"20200316","Uruguay",4,4,0,0,"Imported cases only",0
"20200316","Honduras",2,0,0,0,"Imported cases only",4
"20200316","Trinidad and Tobago",2,1,0,0,"Imported cases only",0
"20200316","Venezuela (Bolivarian Republic of)",2,0,0,0,"Imported cases only",2
"20200316","Antigua and Barbuda",1,0,0,0,"Imported cases only",2
"20200316","Guatemala",1,0,1,0,"Imported cases only",1
"20200316","Saint Lucia",1,0,0,0,"Imported cases only",1
"20200316","Saint Vincent and the Grenadines",1,0,0,0,"Imported cases only",3
"20200316","Suriname",1,0,0,0,"Imported cases only",1
"20200316","Martinique",15,5,0,0,"Imported cases only",0
"20200316","French Guiana",7,0,0,0,"Imported cases only",2
"20200316","Guadeloupe",6,3,0,0,"Imported cases only",0
"20200316","Puerto Rico",3,0,0,0,"Imported cases only",2
"20200316","Saint Barthelemy",3,2,0,0,"Under investigation",0
"20200316","Curaçao",2,0,0,0,"Imported cases only",1
"20200316","Saint Martin",2,0,0,0,"Under investigation",13
"20200316","Cayman Islands",1,0,1,1,"Imported cases only",1
"20200316","South Africa",51,13,0,0,"Local transmission",0
"20200316","Algeria",49,12,3,0,"Local transmission",0
"20200316","Senegal",26,5,0,0,"Local transmission",0
"20200316","Ghana",6,0,0,0,"Imported cases only",1
"20200316","Rwanda",5,5,0,0,"Local transmission",0
"20200316","Burkina Faso",3,0,0,0,"Imported cases only",1
"20200316","Cameroon",3,0,0,0,"Local transmission",1
"20200316","Cote d’Ivoire",3,0,0,0,"Imported cases only",1
"20200316","Democratic Republic of the Congo",2,0,0,0,"Imported cases only",2
"20200316","Namibia",2,0,0,0,"Imported cases only",1
"20200316","Nigeria",2,0,0,0,"Imported cases only",7
"20200316","Seychelles",2,2,0,0,"Imported cases only",0
"20200316","Central African Republic",1,0,0,0,"Imported cases only",1
"20200316","Congo",1,0,0,0,"Imported cases only",1
"20200316","Equatorial Guinea",1,0,0,0,"Imported cases only",1
"20200316","Eswatini",1,0,0,0,"Imported cases only",1
"20200316","Ethiopia",1,0,0,0,"Imported cases only",2
"20200316","Gabon",1,0,0,0,"Imported cases only",2
"20200316","Guinea",1,0,0,0,"Imported cases only",2
"20200316","Kenya",1,0,0,0,"Imported cases only",2
"20200316","Mauritania",1,0,0,0,"Imported cases only",1
"20200316","Togo",1,0,0,0,"Imported cases only",9
"20200316","Réunion",9,3,0,0,"Imported cases only",0
"20200316","Mayotte",1,0,0,0,"Imported cases only",1
"20200316","Diamond Princess",712,15,7,0,"Local transmission",0
"20200317","China",81116,39,3231,13,"Local transmission",0
"20200317","Republic of Korea",8320,84,81,6,"Local transmission",0
"20200317","Japan",829,15,28,4,"Local transmission",0
"20200317","Malaysia",553,0,0,0,"Local transmission",1
"20200317","Australia",375,77,5,0,"Local transmission",0
"20200317","Singapore",243,0,0,0,"Local transmission",1
"20200317","Philippines",187,47,12,0,"Local transmission",0
"20200317","Viet Nam",61,4,0,0,"Local transmission",0
"20200317","Brunei Darussalam",50,0,0,0,"Local transmission",1
"20200317","Cambodia",24,12,0,0,"Local transmission",0
"20200317","New Zealand",11,5,0,0,"Local transmission",0
"20200317","Mongolia",4,3,0,0,"Imported cases only",0
"20200317","French Polynesia",3,0,0,0,"Imported cases only",2
"20200317","Guam",3,3,0,0,"Local transmission",0
"20200317","Italy",27980,3233,2503,349,"Local transmission",0
"20200317","Spain",9191,1438,309,21,"Local transmission",0
"20200317","France",6573,1193,148,21,"Local transmission",0
"20200317","Germany",6012,1174,13,1,"Local transmission",0
"20200317","Switzerland",2200,0,14,1,"Local transmission",1
"20200317","The United Kingdom",1547,152,55,20,"Local transmission",0
"20200317","Netherlands",1413,278,24,4,"Local transmission",0
"20200317","Norway",1169,92,3,2,"Local transmission",0
"20200317","Austria",1132,173,3,2,"Local transmission",0
"20200317","Belgium",1085,0,5,0,"Local transmission",1
"20200317","Sweden",1059,67,3,0,"Local transmission",0
"20200317","Denmark",960,62,4,3,"Local transmission",0
"20200317","Czechia",383,85,0,0,"Local transmission",0
"20200317","Greece",331,0,4,0,"Local transmission",1
"20200317","Portugal",331,86,0,0,"Local transmission",0
"20200317","Israel",250,50,0,0,"Local transmission",0
"20200317","Finland",272,5,0,0,"Local transmission",0
"20200317","Slovenia",253,34,0,0,"Local transmission",0
"20200317","Ireland",223,54,2,0,"Local transmission",0
"20200317","Estonia",205,0,0,0,"Local transmission",1
"20200317","Iceland",199,19,0,0,"Local transmission",0
"20200317","Romania",158,0,0,0,"Local transmission",1
"20200317","Poland",150,0,3,0,"Local transmission",1
"20200317","San Marino",102,10,9,4,"Local transmission",0
"20200317","Russian Federation",93,30,0,0,"Imported cases only",0
"20200317","Luxembourg",81,43,1,0,"Local transmission",0
"20200317","Slovakia",72,11,0,0,"Local transmission",0
"20200317","Bulgaria",67,16,2,0,"Local transmission",0
"20200317","Serbia††",70,24,0,0,"Local transmission",0
"20200317","Croatia",56,7,0,0,"Local transmission",0
"20200317","Armenia",52,26,0,0,"Local transmission",0
"20200317","Albania",51,9,1,0,"Local transmission",0
"20200317","Hungary",50,11,1,0,"Local transmission",0
"20200317","Turkey",47,42,0,0,"Imported cases only",0
"20200317","Belarus",36,0,0,0,"Local transmission",1
"20200317","Latvia",36,5,0,0,"Imported cases only",0
"20200317","Cyprus",33,0,0,0,"Imported cases only",1
"20200317","Georgia",33,0,0,0,"Imported cases only",1
"20200317","Malta",30,9,0,0,"Imported cases only",0
"20200317","Republic of Moldova",29,6,0,0,"Local transmission",0
"20200317","Azerbaijan",19,0,0,0,"Imported cases only",2
"20200317","Bosnia and Herzegovina",19,0,0,0,"Local transmission",1
"20200317","North Macedonia",19,6,0,0,"Local transmission",0
"20200317","Lithuania",17,3,0,0,"Imported cases only",0
"20200317","Andorra",14,12,0,0,"Imported cases only",0
"20200317","Monaco",9,0,0,0,"Under investigation",1
"20200317","Liechtenstein",7,0,0,0,"Imported cases only",1
"20200317","Ukraine",7,4,1,0,"Local transmission",0
"20200317","Kazakhstan",6,0,0,0,"Imported cases only",2
"20200317","Uzbekistan",4,0,0,0,"Under investigation",1
"20200317","Holy See",1,0,0,0,"Under investigation",11
"20200317","Faroe Islands",47,36,0,0,"Imported cases only",0
"20200317","Gibraltar",3,2,0,0,"Under investigation",0
"20200317","Jersey",2,0,0,0,"Imported cases only",4
"20200317","Guernsey",1,0,0,0,"Imported cases only",7
"20200317","Indonesia",172,55,5,1,"Local transmission",0
"20200317","Thailand",147,33,1,0,"Local transmission",0
"20200317","India",137,23,3,1,"Local transmission",0
"20200317","Sri Lanka",29,10,0,0,"Local transmission",0
"20200317","Maldives",13,0,0,0,"Local transmission",1
"20200317","Bangladesh",8,3,0,0,"Local transmission",0
"20200317","Bhutan",1,0,0,0,"Imported cases only",11
"20200317","Nepal",1,0,0,0,"Imported cases only",53
"20200317","Iran (Islamic Republic of)",14991,0,853,0,"Local transmission",1
"20200317","Qatar",439,38,0,0,"Local transmission",0
"20200317","Bahrain",229,8,1,0,"Local transmission",0
"20200317","Pakistan",187,135,0,0,"Imported cases only",0
"20200317","Egypt",166,40,4,2,"Local transmission",0
"20200317","Saudi Arabia",133,30,0,0,"Local transmission",0
"20200317","Kuwait",130,18,0,0,"Local transmission",0
"20200317","Iraq",124,0,9,0,"Local transmission",1
"20200317","Lebanon",109,10,3,0,"Local transmission",0
"20200317","United Arab Emirates",98,0,0,0,"Local transmission",1
"20200317","Morocco",38,10,2,1,"Local transmission",0
"20200317","Jordan",35,29,0,0,"Imported cases only",0
"20200317","Oman",24,2,0,0,"Imported cases only",0
"20200317","Afghanistan",21,5,0,0,"Imported cases only",0
"20200317","Tunisia",20,2,0,0,"Local transmission",0
"20200317","Sudan",1,0,1,0,"Imported cases only",2
"20200317","Somalia",1,1,0,0,"Imported cases only",0
"20200317","occupied Palestinian Territory",39,1,0,0,"Local transmission",0
"20200317","United States of America",3503,1825,58,17,"Local transmission",0
"20200317","Canada",424,120,1,0,"Local transmission",0
"20200317","Brazil",234,34,0,0,"Local transmission",0
"20200317","Chile",156,81,0,0,"Local transmission",0
"20200317","Peru",86,15,0,0,"Local transmission",0
"20200317","Panama",69,26,1,0,"Local transmission",0
"20200317","Argentina",65,9,2,0,"Local transmission",0
"20200317","Ecuador",58,21,2,0,"Local transmission",0
"20200317","Mexico",53,0,0,0,"Imported cases only",1
"20200317","Colombia",45,21,0,0,"Local transmission",0
"20200317","Costa Rica",41,18,0,0,"Local transmission",0
"20200317","Venezuela (Bolivarian Republic of)",33,16,0,0,"Imported cases only",0
"20200317","Dominican Republic",21,16,1,1,"Local transmission",0
"20200317","Bolivia (Plurinational State of)",11,0,0,0,"Imported cases only",1
"20200317","Jamaica",10,0,0,0,"Local transmission",1
"20200317","Paraguay",9,1,0,0,"Local transmission",0
"20200317","Honduras",8,6,0,0,"Imported cases only",0
"20200317","Uruguay",6,2,0,0,"Imported cases only",0
"20200317","Cuba",5,1,0,0,"Imported cases only",0
"20200317","Trinidad and Tobago",5,3,0,0,"Imported cases only",0
"20200317","Guyana",4,0,1,0,"Local transmission",1
"20200317","Saint Lucia",2,0,0,0,"Imported cases only",1
"20200317","Antigua and Barbuda",1,0,0,0,"Imported cases only",3
"20200317","Bahamas",1,1,0,0,"Local transmission",0
"20200317","Guatemala",1,0,1,0,"Imported cases only",2
"20200317","Saint Vincent and the Grenadines",1,0,0,0,"Imported cases only",4
"20200317","Suriname",1,0,0,0,"Imported cases only",1
"20200317","Guadeloupe",18,12,0,0,"Imported cases only",0
"20200317","Martinique",16,1,0,0,"Imported cases only",0
"20200317","French Guiana",7,0,0,0,"Imported cases only",3
"20200317","Curaçao",3,1,0,0,"Imported cases only",0
"20200317","Puerto Rico",3,0,0,0,"Imported cases only",3
"20200317","Saint Barthelemy",3,0,0,0,"Under investigation",1
"20200317","Aruba",2,2,0,0,"Imported cases only",0
"20200317","Saint Martin",2,0,0,0,"Under investigation",14
"20200317","United States Virgin Islands",2,2,0,0,"Imported cases only",0
"20200317","Cayman Islands",1,0,1,0,"Imported cases only",3
"20200317","South Africa",62,11,0,0,"Local transmission",0
"20200317","Algeria",60,11,4,1,"Local transmission",0
"20200317","Senegal",27,1,0,0,"Local transmission",0
"20200317","Burkina Faso",15,0,0,0,"Imported cases only",1
"20200317","Rwanda",7,2,0,0,"Local transmission",0
"20200317","Cote d’Ivoire",6,3,0,0,"Imported cases only",0
"20200317","Ghana",6,0,0,0,"Imported cases only",1
"20200317","Cameroon",5,2,0,0,"Local transmission",0
"20200317","Ethiopia",5,4,0,0,"Imported cases only",0
"20200317","Seychelles",4,2,0,0,"Imported cases only",0
"20200317","Democratic Republic of the Congo",3,1,0,0,"Imported cases only",0
"20200317","Kenya",3,2,0,0,"Local transmission",0
"20200317","Namibia",2,0,0,0,"Imported cases only",2
"20200317","Nigeria",2,0,0,0,"Imported cases only",8
"20200317","Benin",1,1,0,0,"Imported cases only",0
"20200317","Central African Republic",1,0,0,0,"Imported cases only",2
"20200317","Congo",1,0,0,0,"Imported cases only",2
"20200317","Equatorial Guinea",1,0,0,0,"Imported cases only",2
"20200317","Eswatini",1,0,0,0,"Imported cases only",2
"20200317","Gabon",1,0,0,0,"Imported cases only",3
"20200317","Guinea",1,0,0,0,"Imported cases only",3
"20200317","Liberia",1,1,0,0,"Imported cases only",0
"20200317","Mauritania",1,0,0,0,"Imported cases only",2
"20200317","Togo",1,0,0,0,"Imported cases only",10
"20200317","United Republic of Tanzania",1,1,0,0,"Imported cases only",0
"20200317","Réunion",9,0,0,0,"Imported cases only",1
"20200317","Mayotte",1,0,0,0,"Imported cases only",2
"20200317","Diamond Princess",712,0,7,0,"Local transmission",1
"20200318","China",81116,39,3231,13,"Local transmission",0
"20200318","Republic of Korea",8320,84,81,6,"Local transmission",0
"20200318","Japan",829,15,28,4,"Local transmission",0
"20200318","Malaysia",553,0,0,0,"Local transmission",1
"20200318","Australia",414,78,5,0,"Local transmission",0
"20200318","Singapore",266,23,0,0,"Local transmission",0
"20200318","Philippines",187,45,12,0,"Local transmission",0
"20200318","Viet Nam",61,4,0,0,"Local transmission",0
"20200318","Brunei Darussalam",54,4,0,0,"Local transmission",0
"20200318","Cambodia",24,12,0,0,"Local transmission",0
"20200318","New Zealand",11,5,0,0,"Local transmission",0
"20200318","Mongolia",4,0,0,0,"Imported cases only",1
"20200318","French Polynesia",3,0,0,0,"Imported cases only",2
"20200318","Guam",3,3,0,0,"Local transmission",0
"20200318","Italy",31506,3526,2503,345,"Local transmission",0
"20200318","Spain",11178,1987,491,182,"Local transmission",0
"20200318","France",7652,1079,175,27,"Local transmission",0
"20200318","Germany",7156,1144,13,0,"Local transmission",0
"20200318","Switzerland",2650,450,14,5,"Local transmission",0
"20200318","The United Kingdom",1954,407,55,5,"Local transmission",0
"20200318","Netherlands",1705,292,43,19,"Local transmission",0
"20200318","Belgium",1486,401,14,9,"Local transmission",0
"20200318","Austria",1332,373,3,2,"Local transmission",0
"20200318","Norway",1308,139,3,0,"Local transmission",0
"20200318","Sweden",1167,108,3,0,"Local transmission",0
"20200318","Denmark",977,79,4,3,"Local transmission",0
"20200318","Portugal",448,117,1,1,"Local transmission",0
"20200318","Czechia",434,136,0,0,"Local transmission",0
"20200318","Greece",387,56,4,0,"Local transmission",0
"20200318","Finland",319,47,0,0,"Local transmission",0
"20200318","Israel",304,0,0,0,"Local transmission",1
"20200318","Ireland",292,69,2,0,"Local transmission",0
"20200318","Slovenia",275,22,1,1,"Local transmission",0
"20200318","Poland",246,96,5,2,"Local transmission",0
"20200318","Estonia",225,20,0,0,"Local transmission",0
"20200318","Iceland",225,45,0,0,"Local transmission",0
"20200318","Romania",184,26,0,0,"Local transmission",0
"20200318","Luxembourg",140,59,1,0,"Local transmission",0
"20200318","San Marino",104,2,11,2,"Local transmission",0
"20200318","Slovakia",97,25,0,0,"Local transmission",0
"20200318","Russian Federation",93,0,0,0,"Imported cases only",1
"20200318","Bulgaria",81,14,2,0,"Local transmission",0
"20200318","Serbia††",85,23,0,0,"Local transmission",0
"20200318","Croatia",65,9,0,0,"Local transmission",0
"20200318","Latvia",60,24,0,0,"Imported cases only",0
"20200318","Albania",55,4,1,0,"Local transmission",0
"20200318","Armenia",52,0,0,0,"Local transmission",1
"20200318","Hungary",50,11,1,0,"Local transmission",0
"20200318","Turkey",47,0,0,0,"Imported cases only",1
"20200318","Malta",38,8,0,0,"Imported cases only",0
"20200318","Belarus",36,0,0,0,"Local transmission",1
"20200318","Georgia",34,1,0,0,"Imported cases only",0
"20200318","Cyprus",33,0,0,0,"Imported cases only",1
"20200318","Kazakhstan",33,27,0,0,"Imported cases only",0
"20200318","North Macedonia",31,12,0,0,"Local transmission",0
"20200318","Republic of Moldova",30,1,0,0,"Local transmission",0
"20200318","Lithuania",25,8,0,0,"Imported cases only",0
"20200318","Azerbaijan",21,0,0,0,"Imported cases only",2
"20200318","Bosnia and Herzegovina",19,0,0,0,"Local transmission",2
"20200318","Andorra",16,2,0,0,"Imported cases only",0
"20200318","Uzbekistan",16,12,0,0,"Imported cases only",0
"20200318","Ukraine",14,9,2,1,"Local transmission",0
"20200318","Monaco",9,0,0,0,"Under investigation",1
"20200318","Liechtenstein",7,0,0,0,"Imported cases only",1
"20200318","Montenegro",2,2,0,0,"Imported cases only",0
"20200318","Holy See",1,0,0,0,"Under investigation",11
"20200318","Faroe Islands",47,36,0,0,"Imported cases only",0
"20200318","Jersey",5,3,0,0,"Imported cases only",0
"20200318","Gibraltar",3,0,0,0,"Under investigation",1
"20200318","Guernsey",1,0,0,0,"Imported cases only",8
"20200318","Thailand",177,30,1,0,"Local transmission",0
"20200318","Indonesia",172,0,5,0,"Local transmission",1
"20200318","India",137,23,3,1,"Local transmission",0
"20200318","Sri Lanka",29,10,0,0,"Local transmission",0
"20200318","Maldives",13,0,0,0,"Local transmission",2
"20200318","Bangladesh",8,0,0,0,"Local transmission",1
"20200318","Bhutan",1,0,0,0,"Imported cases only",11
"20200318","Nepal",1,0,0,0,"Imported cases only",54
"20200318","Iran (Islamic Republic of)",16169,1178,988,135,"Local transmission",0
"20200318","Qatar",442,41,0,0,"Local transmission",0
"20200318","Bahrain",237,16,1,0,"Local transmission",0
"20200318","Pakistan",187,134,0,0,"Imported cases only",0
"20200318","Saudi Arabia",171,38,0,0,"Local transmission",0
"20200318","Egypt",166,40,4,2,"Local transmission",0
"20200318","Iraq",154,30,11,2,"Local transmission",0
"20200318","Kuwait",130,7,0,0,"Local transmission",0
"20200318","Lebanon",120,21,3,0,"Local transmission",0
"20200318","United Arab Emirates",98,0,0,0,"Local transmission",2
"20200318","Morocco",38,9,2,1,"Local transmission",0
"20200318","Jordan",35,29,0,0,"Imported cases only",0
"20200318","Oman",24,2,0,0,"Imported cases only",0
"20200318","Tunisia",24,4,0,0,"Local transmission",0
"20200318","Afghanistan",22,1,0,0,"Imported cases only",0
"20200318","Somalia",1,0,0,0,"Imported cases only",1
"20200318","Sudan",1,0,1,0,"Imported cases only",3
"20200318","occupied Palestinian territory",41,2,0,0,"Local transmission",0
"20200318","United States of America",3536,1822,58,17,"Local transmission",0
"20200318","Canada",424,120,1,0,"Local transmission",0
"20200318","Brazil",234,34,0,0,"Local transmission",0
"20200318","Chile",156,81,0,0,"Local transmission",0
"20200318","Peru",86,15,0,0,"Local transmission",0
"20200318","Mexico",82,29,0,0,"Imported cases only",0
"20200318","Panama",69,26,1,0,"Local transmission",0
"20200318","Argentina",65,9,2,0,"Local transmission",0
"20200318","Ecuador",58,21,2,0,"Local transmission",0
"20200318","Colombia",45,11,0,0,"Local transmission",0
"20200318","Costa Rica",41,6,0,0,"Local transmission",0
"20200318","Venezuela (Bolivarian Republic of)",33,16,0,0,"Imported cases only",0
"20200318","Dominican Republic",21,16,1,1,"Local transmission",0
"20200318","Jamaica",12,2,0,0,"Local transmission",0
"20200318","Bolivia (Plurinational State of)",11,0,0,0,"Imported cases only",1
"20200318","Paraguay",9,1,0,0,"Local transmission",0
"20200318","Honduras",8,6,0,0,"Imported cases only",0
"20200318","Guatemala",6,5,1,0,"Imported cases only",0
"20200318","Uruguay",6,2,0,0,"Imported cases only",0
"20200318","Cuba",5,1,0,0,"Imported cases only",0
"20200318","Trinidad and Tobago",5,3,0,0,"Imported cases only",0
"20200318","Guyana",4,0,1,0,"Local transmission",2
"20200318","Saint Lucia",2,0,0,0,"Imported cases only",2
"20200318","Antigua and Barbuda",1,0,0,0,"Imported cases only",4
"20200318","Bahamas",1,1,0,0,"Local transmission",0
"20200318","Saint Vincent and the Grenadines",1,0,0,0,"Imported cases only",4
"20200318","Suriname",1,0,0,0,"Imported cases only",2
"20200318","Guadeloupe",18,12,0,0,"Imported cases only",0
"20200318","Martinique",16,0,0,0,"Imported cases only",1
"20200318","French Guiana",7,0,0,0,"Imported cases only",3
"20200318","Curacao",3,1,0,0,"Imported cases only",0
"20200318","Puerto Rico",3,0,0,0,"Imported cases only",3
"20200318","Saint Barthélemy",3,0,0,0,"Under investigation",2
"20200318","Aruba",2,2,0,0,"Imported cases only",0
"20200318","Saint Martin",2,0,0,0,"Under investigation",15
"20200318","United States Virgin Islands",2,1,0,0,"Imported cases only",0
"20200318","Cayman Islands",1,0,1,0,"Imported cases only",4
"20200318","South Africa",62,11,0,0,"Local transmission",0
"20200318","Algeria",60,11,4,0,"Local transmission",0
"20200318","Senegal",27,1,0,0,"Local transmission",0
"20200318","Burkina Faso",20,5,0,0,"Imported cases only",0
"20200318","Rwanda",7,2,0,0,"Local transmission",0
"20200318","Cote d’Ivoire",6,3,0,0,"Imported cases only",0
"20200318","Ghana",6,4,0,0,"Imported cases only",0
"20200318","Cameroon",5,0,0,0,"Local transmission",1
"20200318","Ethiopia",5,1,0,0,"Imported cases only",0
"20200318","Seychelles",4,0,0,0,"Imported cases only",1
"20200318","Democratic Republic of the Congo",3,1,0,0,"Imported cases only",0
"20200318","Kenya",3,0,0,0,"Local transmission",1
"20200318","Namibia",2,0,0,0,"Imported cases only",3
"20200318","Nigeria",2,0,0,0,"Imported cases only",8
"20200318","Benin",1,1,0,0,"Imported cases only",0
"20200318","Central African Republic",1,0,0,0,"Imported cases only",3
"20200318","Congo",1,0,0,0,"Imported cases only",2
"20200318","Equatorial Guinea",1,0,0,0,"Imported cases only",3
"20200318","Eswatini",1,0,0,0,"Imported cases only",3
"20200318","Gabon",1,0,0,0,"Imported cases only",3
"20200318","Guinea",1,0,0,0,"Imported cases only",3
"20200318","Liberia",1,1,0,0,"Imported cases only",0
"20200318","Mauritania",1,0,0,0,"Imported cases only",3
"20200318","Togo",1,0,0,0,"Imported cases only",10
"20200318","United Republic of Tanzania",1,1,0,0,"Imported cases only",0
"20200318","Réunion",9,0,0,0,"Imported cases only",2
"20200318","Mayotte",1,0,0,0,"Imported cases only",3
"20200318","Diamond Princess",712,0,7,0,"Local transmission",2
"20200319","China",81174,58,3242,11,"Local transmission",0
"20200319","Republic of Korea",8413,93,84,3,"Local transmission",0
"20200319","Japan",873,44,29,1,"Local transmission",0
"20200319","Malaysia",673,120,2,2,"Local transmission",0
"20200319","Australia",510,96,6,1,"Local transmission",0
"20200319","Singapore",313,47,0,0,"Local transmission",0
"20200319","Philippines",187,0,14,2,"Local transmission",1
"20200319","Viet Nam",66,5,0,0,"Local transmission",0
"20200319","Brunei Darussalam",56,2,0,0,"Local transmission",0
"20200319","Cambodia",35,11,0,0,"Local transmission",0
"20200319","New Zealand",20,9,0,0,"Local transmission",0
"20200319","Mongolia",5,1,0,0,"Imported cases only",0
"20200319","Guam",5,2,0,0,"Local transmission",0
"20200319","French Polynesia",3,0,0,0,"Imported cases only",3
"20200319","Italy",35713,4207,2978,473,"Local transmission",0
"20200319","Spain",13716,2538,598,107,"Local transmission",0
"20200319","France",9043,0,244,0,"Local transmission",1
"20200319","Germany",8198,1042,13,0,"Local transmission",0
"20200319","Switzerland",3010,353,21,2,"Local transmission",0
"20200319","The United Kingdom",2630,672,103,0,"Local transmission",0
"20200319","Netherlands",2051,0,58,0,"Local transmission",1
"20200319","Austria",1646,314,4,1,"Local transmission",0
"20200319","Belgium",1486,0,14,0,"Local transmission",1
"20200319","Norway",1423,115,3,0,"Local transmission",0
"20200319","Sweden",1279,112,3,0,"Local transmission",0
"20200319","Denmark",1044,67,4,0,"Local transmission",0
"20200319","Portugal",642,194,2,1,"Local transmission",0
"20200319","Czechia",522,30,0,0,"Local transmission",0
"20200319","Israel",427,0,0,0,"Local transmission",2
"20200319","Greece",418,0,5,0,"Local transmission",1
"20200319","Finland",359,40,0,0,"Local transmission",0
"20200319","Ireland",292,0,2,0,"Local transmission",1
"20200319","Poland",287,0,5,0,"Local transmission",1
"20200319","Slovenia",286,0,1,0,"Local transmission",1
"20200319","Estonia",258,33,0,0,"Local transmission",0
"20200319","Iceland",250,25,0,0,"Local transmission",0
"20200319","Romania",246,62,0,0,"Local transmission",0
"20200319","Luxembourg",210,63,2,1,"Local transmission",0
"20200319","Turkey",191,51,2,1,"Local transmission",0
"20200319","Russian Federation",147,54,0,0,"Imported cases only",0
"20200319","San Marino",109,5,14,3,"Local transmission",0
"20200319","Slovakia",105,8,0,0,"Local transmission",0
"20200319","Serbia††",96,11,0,0,"Local transmission",0
"20200319","Bulgaria",92,11,2,0,"Local transmission",0
"20200319","Armenia",84,32,0,0,"Local transmission",0
"20200319","Croatia",81,16,0,0,"Local transmission",0
"20200319","Latvia",71,11,0,0,"Imported cases only",0
"20200319","Albania",59,2,2,1,"Local transmission",0
